ht,8400319,'s-Hertogenbosch,'s-Hertogenbosch,H'bosch,knooppuntintercitystation,51.690556,5.293611
hto,8400320,'s-Hertogenbosch Oost,Hertogenbosch O,H'bosch O,stoptreinstation,51.700554,5.318333
hde,8400388,'t Harde,'t Harde,'t Harde,stoptreinstation,52.40917,5.893611
atn,8400045,Aalten,Aalten,Aalten,stoptreinstation,51.921326,6.578627
ac,8400047,Abcoude,Abcoude,Abcoude,stoptreinstation,52.2785,4.977
akm,8400049,Akkrum,Akkrum,Akkrum,stoptreinstation,53.04639,5.8436112
amr,8400050,Alkmaar,Alkmaar,Alkmaar,knooppuntintercitystation,52.63778,4.7397223
amrn,8400052,Alkmaar Noord,Alkmaar Noord,Alkmaar N,stoptreinstation,52.64389,4.764167
aml,8400051,Almelo,Almelo,Almelo,knooppuntintercitystation,52.358055,6.6538887
amri,8400520,Almelo de Riet,Almelo de Riet,de Riet,stoptreinstation,52.341946,6.6666665
almb,8400081,Almere Buiten,Almere Buiten,Buiten,intercitystation,52.394165,5.2780557
alm,8400080,Almere ,Almere C,Almere C,knooppuntintercitystation,52.37503,5.21764
almm,8400082,Almere Muziekwijk,Muziekwijk,Muziekwijk,stoptreinstation,52.3675,5.1902776
almo,8400226,Almere Oostvaarders,Oostvaarders,Oostvaard,stoptreinstation,52.40333,5.3005557
almp,8400104,Almere Parkwijk,Parkwijk,Parkwijk,stoptreinstation,52.376667,5.2447224
alms,8400083,Almere Strand,Almere Strand,Alm Strand,facultatiefstation,52.33278,5.1483335
apn,8400053,Alphen a/d Rijn,Alphen a/d Rijn,Alphen,knooppuntintercitystation,52.124443,4.657778
amf,8400055,Amersfoort,Amersfoort,Amersfoort,knooppuntintercitystation,52.15389,5.3705554
amfs,8400054,Amersfoort Schothorst,Amersfoort Schot,Schothorst,sneltreinstation,52.174824,5.4038887
avat,8400228,Amersfoort Vathorst,Amersfoort Vath,Vathorst,sneltreinstation,52.19278,5.433889
asa,8400057,Amsterdam Amstel,Amsterdam Amstel,Amstel,intercitystation,52.34667,4.917778
asdar,8499999,Amsterdam Arena,Amsterdam Arena,Arena,facultatiefstation,52.318054,4.9416666
asb,8400074,Amsterdam Bijlmer ArenA,Bijlmer ArenA,Bijlmer A,knooppuntstoptreinstation,52.31222,4.946944
asd,8400058,Amsterdam Centraal,Amsterdam C,A'dam C,megastation,52.378887,4.9002776
ashd,8400231,Amsterdam Holendrecht,Holendrecht,Holendrcht,stoptreinstation,52.2981,4.9601
asdl,8400079,Amsterdam Lelylaan,Lelylaan,Lelylaan,stoptreinstation,52.357777,4.833889
asdm,8400060,Amsterdam Muiderpoort,Muiderpoort,Muiderprt,stoptreinstation,52.360554,4.9311113
rai,8400056,Amsterdam RAI,Amsterdam RAI,A'dam RAI,stoptreinstation,52.337223,4.890278
assp,8400235,Amsterdam Science Park,Science Park,Scienceprk,stoptreinstation,52.35296,4.9485683
ass,8400059,Amsterdam Sloterdijk,Sloterdijk,Sloterdijk,knooppuntintercitystation,52.38889,4.8377776
asdz,8400061,Amsterdam Zuid,Amsterdam Zuid,A'dam Z,intercitystation,52.33889,4.8716664
ana,8400065,Anna Paulowna,Anna Paulowna,Anna Paulo,stoptreinstation,52.86722,4.811111
apd,8400066,Apeldoorn,Apeldoorn,Apeldoorn,knooppuntintercitystation,52.209167,5.970278
apdm,8400233,Apeldoorn De Maten,De Maten,De Maten,stoptreinstation,52.205276,6.0005555
apdo,8400229,Apeldoorn Osseveld,Osseveld,Osseveld,stoptreinstation,52.21528,6.0044446
apg,8400067,Appingedam,Appingedam,Appingedam,stoptreinstation,53.325813,6.8619576
akl,8400068,Arkel,Arkel,Arkel,stoptreinstation,51.871944,4.992778
arn,8400069,Arnemuiden,Arnemuiden,Arnemuiden,stoptreinstation,51.501667,3.6691666
ah,8400071,Arnhem,Arnhem,Arnhem,knooppuntintercitystation,51.985,5.8991666
ahpr,8400075,Arnhem Presikhaaf,Presikhaaf,Presikhaaf,stoptreinstation,51.988056,5.9438887
ahp,8400072,Arnhem Velperpoort,Velperpoort,Velperprt,stoptreinstation,51.98528,5.9194446
ahz,8400227,Arnhem Zuid,Arnhem Zuid,Arnhem Z,stoptreinstation,51.955,5.8519444
asn,8400073,Assen,Assen,Assen,knooppuntintercitystation,52.991665,6.570833
brn,8400086,Baarn,Baarn,Baarn,knooppuntsneltreinstation,52.208332,5.2808332
bf,8400089,Baflo,Baflo,Baflo,stoptreinstation,53.360897,6.518558
brd,8400090,Barendrecht,Barendrecht,Barendrcht,stoptreinstation,51.85472,4.5533333
bnc,8400091,Barneveld ,Barneveld C,Barnevld C,stoptreinstation,52.14,5.5902777
bnn,8400092,Barneveld Noord,Barneveld Noord,Barnevld N,stoptreinstation,52.16139,5.5980554
bdm,8400094,Bedum,Bedum,Bedum,stoptreinstation,53.306885,6.593054
bk,8400096,Beek-Elsloo,Beek-Elsloo,Beek-E,stoptreinstation,50.9475,5.786667
bsd,8400097,Beesd,Beesd,Beesd,stoptreinstation,51.899445,5.1944447
bl,8400100,Beilen,Beilen,Beilen,stoptreinstation,52.85472,6.521111
bgn,8400108,Bergen op Zoom,Bergen op Zoom,Bergen opZ,knooppuntintercitystation,51.49389,4.296111
bet,8400112,Best,Best,Best,stoptreinstation,51.51,5.389167
bv,8400113,Beverwijk,Beverwijk,Beverwijk,intercitystation,52.478333,4.6566668
bhv,8400114,Bilthoven,Bilthoven,Bilthoven,stoptreinstation,52.13,5.203889
br,8400117,Blerick,Blerick,Blerick,stoptreinstation,51.3725,6.155
bll,8400118,Bloemendaal,Bloemendaal,Bloemendl,stoptreinstation,52.404167,4.6275
bdg,8400121,Bodegraven,Bodegraven,Bodegraven,stoptreinstation,52.08139,4.746111
bn,8400124,Borne,Borne,Borne,stoptreinstation,52.29889,6.7480555
bsk,8400125,Boskoop,Boskoop,Boskoop,stoptreinstation,52.077778,4.6469445
bhdv,8400236,Boven-Hardinxveld,Boven-Hardinxv.,Boven-H.,stoptreinstation,51.832222,4.878056
bkf,8400230,Bovenkarspel Flora,Bovenkarspel Flo,Bovenk Flo,stoptreinstation,52.69611,5.2527776
bkg,8400127,Bovenkarspel-Grootebroek,Bovenkarspel-Gro,Bovenk-Gr,stoptreinstation,52.695,5.2377777
bmr,8400128,Boxmeer,Boxmeer,Boxmeer,knooppuntstoptreinstation,51.644524,5.939033
btl,8400129,Boxtel,Boxtel,Boxtel,knooppuntstoptreinstation,51.585,5.3177776
bd,8400131,Breda,Breda,Breda,knooppuntintercitystation,51.595554,4.78
bdpb,8400132,Breda-Prinsenbeek,Prinsenbeek,Prinsenbk,stoptreinstation,51.606388,4.7208333
bkl,8400133,Breukelen,Breukelen,Breukelen,knooppuntstoptreinstation,52.169724,4.9908333
bmn,8400136,Brummen,Brummen,Brummen,stoptreinstation,52.09111,6.1469445
bp,8400139,Buitenpost,Buitenpost,Buitenpost,knooppuntsneltreinstation,53.256454,6.1446495
bde,8400140,Bunde,Bunde,Bunde,stoptreinstation,50.896946,5.7366667
bnk,8400141,Bunnik,Bunnik,Bunnik,stoptreinstation,52.063057,5.1944447
bsmz,8400145,Bussum Zuid,Bussum Zuid,Bussum Z,stoptreinstation,52.265835,5.1630554
cps,8400147,Capelle Schollevaar,Schollevaar,Schollevr,stoptreinstation,51.954166,4.5841665
cas,8400151,Castricum,Castricum,Castricum,intercitystation,52.545834,4.6586113
cvm,8400152,Chevremont,Chevremont,Chevremont,stoptreinstation,50.87611,6.0597224
co,8400153,Coevorden,Coevorden,Coevorden,knooppuntsneltreinstation,52.663612,6.7355556
ck,8400155,Cuijk,Cuijk,Cuijk,stoptreinstation,51.72668,5.874295
cl,8400154,Culemborg,Culemborg,Culemborg,stoptreinstation,51.946667,5.2269444
da,8400164,Daarlerveen,Daarlerveen,Daarlervn,stoptreinstation,52.44077,6.5759945
dln,8400161,Dalen,Dalen,Dalen,stoptreinstation,52.694168,6.7580557
dl,8400167,Dalfsen,Dalfsen,Dalfsen,stoptreinstation,52.498333,6.258611
dvnk,8400188,De Vink,De Vink,De Vink,stoptreinstation,52.14722,4.456389
dei,8400168,Deinum,Deinum,Deinum,stoptreinstation,53.188812,5.728157
ddn,8400169,Delden,Delden,Delden,stoptreinstation,52.26,6.716111
dt,8400170,Delft,Delft,Delft,knooppuntintercitystation,52.006668,4.356389
dtz,8400166,Delft Zuid,Delft Zuid,Delft Z,stoptreinstation,51.990833,4.3647223
dz,8400171,Delfzijl,Delfzijl,Delfzijl,stoptreinstation,53.333664,6.92408
dzw,8400175,Delfzijl West,Delfzijl West,Delfzijl W,stoptreinstation,53.332085,6.906909
dld,8400179,Den Dolder,Den Dolder,Den Dolder,knooppuntstoptreinstation,52.140278,5.242778
gvc,8400282,Den Haag Centraal,Den Haag C,Den Haag C,megastation,52.080276,4.325
gv,8400280,Den Haag HS,Den Haag HS,Dn Haag HS,megastation,52.06972,4.3225
laa,8400380,Den Haag Laan v NOI,Laan v NOI,Laan v NOI,sneltreinstation,52.07861,4.3427777
gvm,8400278,Den Haag Mariahoeve,Mariahoeve,Mariahoeve,stoptreinstation,52.090557,4.3694444
gvmw,8400279,Den Haag Moerwijk,Moerwijk,Moerwijk,stoptreinstation,52.05389,4.308611
ypb,8400379,Den Haag Ypenburg,Ypenburg,Ypenburg,stoptreinstation,52.05528,4.3922224
hdr,8400311,Den Helder,Den Helder,Den Helder,knooppuntintercitystation,52.955276,4.7611113
hdrz,8400303,Den Helder Zuid,Den Helder Zuid,Dn Heldr Z,stoptreinstation,52.9325,4.764167
dn,8400172,Deurne,Deurne,Deurne,stoptreinstation,51.455833,5.788889
dv,8400173,Deventer,Deventer,Deventer,knooppuntintercitystation,52.2575,6.1605554
dvc,8400185,Deventer Colmschate,Colmschate,Colmschate,stoptreinstation,52.25028,6.2144446
dvt,8400000,Deventer De Scheg,Deventer  Scheg,De Scheg,facultatiefstation,52.249176,6.213606
did,8400174,Didam,Didam,Didam,stoptreinstation,51.933502,6.1324105
dmn,8400165,Diemen,Diemen,Diemen,stoptreinstation,52.345833,4.9655557
dmnz,8400163,Diemen Zuid,Diemen Zuid,Diemen Z,stoptreinstation,52.330276,4.9558334
dr,8400176,Dieren,Dieren,Dieren,stoptreinstation,52.045,6.1030555
dtc,8400177,Doetinchem,Doetinchem,Doetinchem,knooppuntstoptreinstation,51.958595,6.2962146
dtch,8400184,Doetinchem De Huet,De Huet,De Huet,stoptreinstation,51.95914,6.259852
ddr,8400180,Dordrecht,Dordrecht,Dordrecht,knooppuntintercitystation,51.80722,4.6683335
ddrs,8400186,Dordrecht Stadspolders,Stadspolders,Stadspldrs,stoptreinstation,51.801945,4.7166667
ddzd,8400181,Dordrecht Zuid,Dordrecht Zuid,Dordrcht Z,stoptreinstation,51.79,4.671389
db,8400182,Driebergen-Zeist,Driebergen-Zeist,Driebergen,knooppuntstoptreinstation,52.065277,5.258611
drh,8400183,Driehuis,Driehuis,Driehuis,stoptreinstation,52.4425,4.6380553
drp,8400192,Dronrijp,Dronrijp,Dronrijp,stoptreinstation,53.177807,5.6347413
dvn,8400193,Duiven,Duiven,Duiven,stoptreinstation,51.943333,6.0147223
dvd,8400194,Duivendrecht,Duivendrecht,Duivendt,knooppuntsneltreinstation,52.323334,4.936389
ec,8400195,Echt,Echt,Echt,stoptreinstation,51.100555,5.878889
edc,8400201,Ede ,Ede C,Ede C,stoptreinstation,52.04361,5.6683335
ed,8400200,Ede-Wageningen,Ede-Wageningen,Ede-Wag,knooppuntintercitystation,52.02778,5.6730556
edn,8400219,Eijsden,Eijsden,Eijsden,stoptreinstation,50.771946,5.71
ehv,8400206,Eindhoven,Eindhoven,Eindhoven,knooppuntintercitystation,51.443333,5.481389
ehb,8400196,Eindhoven Beukenlaan,Beukenlaan,Beukenlaan,stoptreinstation,51.45111,5.4558334
ehst,8499998,Eindhoven Stadion,E'hoven Stadion,Eindh Sta,facultatiefstation,51.44278,5.4688888
est,8400207,Elst,Elst,Elst,knooppuntstoptreinstation,51.916943,5.855
emn,8400208,Emmen,Emmen,Emmen,knooppuntstoptreinstation,52.79,6.8994446
emnz,8400407,Emmen Zuid,Emmen Zuid,Emmen Z,stoptreinstation,52.748867,6.8747807
ekz,8400210,Enkhuizen,Enkhuizen,Enkhuizen,knooppuntstoptreinstation,52.699165,5.286389
es,8400212,Enschede,Enschede,Enschede,knooppuntintercitystation,52.2225,6.89
ese,8400217,Enschede De Eschmarke,De Eschmarke,Eschmarke,stoptreinstation,52.22139,6.9511113
esd,8400221,Enschede Drienerlo,Drienerlo,Drienerlo,stoptreinstation,52.2375,6.838889
eml,8400216,Ermelo,Ermelo,Ermelo,stoptreinstation,52.301666,5.6147223
etn,8400218,Etten-Leur,Etten-Leur,Etten-Leur,intercitystation,51.575,4.6358333
egh,8400338,Eygelshoven,Eygelshoven,Eygelshov,stoptreinstation,50.890556,6.045
eghm,8400234,Eygelshoven Markt,Eygelshoven Mrkt,Eygelsh M,stoptreinstation,50.89605,6.0602474
fn,8400232,Franeker,Franeker,Franeker,stoptreinstation,53.18245,5.5483093
gdr,8400241,Gaanderen,Gaanderen,Gaanderen,stoptreinstation,51.931236,6.347581
gdk,8400239,Geerdijk,Geerdijk,Geerdijk,stoptreinstation,52.475285,6.5670605
gdm,8400244,Geldermalsen,Geldermalsen,G'malsen,knooppuntstoptreinstation,51.88278,5.271111
gp,8400245,Geldrop,Geldrop,Geldrop,stoptreinstation,51.419724,5.5505557
gln,8400246,Geleen Oost,Geleen Oost,Geleen O,stoptreinstation,50.966946,5.8430557
lut,8400248,Geleen-Lutterade,Geleen-Lutterade,Geleen-Lut,stoptreinstation,50.975555,5.8247223
gz,8400251,Gilze-Rijen,Gilze-Rijen,Gilze-Rij,stoptreinstation,51.58361,4.926111
gbr,8400262,Glanerbrug,Glanerbrug,Glanerbrug,stoptreinstation,52.218613,6.9744444
gs,8400253,Goes,Goes,Goes,knooppuntintercitystation,51.498055,3.8905556
go,8400254,Goor,Goor,Goor,stoptreinstation,52.230278,6.5844445
gr,8400256,Gorinchem,Gorinchem,Gorinchem,knooppuntstoptreinstation,51.83389,4.9683332
gd,8400258,Gouda,Gouda,Gouda,knooppuntintercitystation,52.0175,4.7044444
gdg,8400250,Gouda Goverwelle,Gouda Goverwelle,Goverwelle,stoptreinstation,52.015,4.7408333
gbg,8400259,Gramsbergen,Gramsbergen,Gramsbergn,stoptreinstation,52.609165,6.675833
gk,8400267,Grijpskerk,Grijpskerk,Grijpskerk,stoptreinstation,53.25574,6.3097787
gn,8400263,Groningen,Groningen,Groningen,knooppuntintercitystation,53.210556,6.564722
gerp,8400238,Groningen Europapark,Europapark,Europapark,stoptreinstation,53.20603,6.5828276
gnn,8400264,Groningen Noord,Groningen Noord,Groning N,stoptreinstation,53.23015,6.5563173
gw,8400266,Grou-Jirnsum,Grou-Jirnsum,Grou-Jirns,stoptreinstation,53.08889,5.8225
hlm,8400285,Haarlem,Haarlem,Haarlem,knooppuntintercitystation,52.38778,4.6383333
hlms,8400270,Haarlem Spaarnwoude,Spaarnwoude,Spaarnwde,stoptreinstation,52.38278,4.6730556
hdb,8400293,Hardenberg,Hardenberg,Hardenberg,sneltreinstation,52.572777,6.628611
hd,8400294,Harderwijk,Harderwijk,Harderwijk,knooppuntstoptreinstation,52.3375,5.6197224
bzm,8400438,Hardinxveld Blauwe Zoom,Blauwe Zoom,Blauwe Z,stoptreinstation,51.829445,4.815556
gnd,8400295,Hardinxveld-Giessendam,Hardinxveld-Gies,Hardinxvld,stoptreinstation,51.830555,4.8358335
hrn,8400297,Haren,Haren,Haren,stoptreinstation,53.17611,6.6172223
hlg,8400296,Harlingen,Harlingen,Harlingen,stoptreinstation,53.17042,5.4251933
hlgh,8400298,Harlingen Haven,Harlingen Haven,Harl Haven,knooppuntstoptreinstation,53.174915,5.4112887
hk,8400317,Heemskerk,Heemskerk,Heemskerk,stoptreinstation,52.495277,4.6869445
had,8400302,Heemstede-Aerdenhout,Heemstede-Aerden,Heemstede,sneltreinstation,52.359165,4.6066666
hr,8400305,Heerenveen,Heerenveen,Heerenveen,intercitystation,52.961388,5.9141665
hry,8400301,Heerenveen IJsstadion,Heerenveen IJs,H'veen IJs,facultatiefstation,52.935276,5.9438887
hwd,8400306,Heerhugowaard,Heerhugowaard,Heerhugow,knooppuntstoptreinstation,52.669724,4.8227777
hrl,8400307,Heerlen,Heerlen,Heerlen,knooppuntintercitystation,50.890835,5.975
hrlk,8400409,Heerlen De Kissel,Hrl De Kissel,De Kissel,stoptreinstation,50.890167,5.9933424
hrlw,8400404,Heerlen Woonboulevard,Hrl Woonblvd,Heerlen W,stoptreinstation,50.89605,5.9524655
hze,8400308,Heeze,Heeze,Heeze,stoptreinstation,51.385,5.5694447
hlo,8400309,Heiloo,Heiloo,Heiloo,stoptreinstation,52.599445,4.7005553
hno,8400310,Heino,Heino,Heino,stoptreinstation,52.427223,6.2211113
hm,8400313,Helmond,Helmond,Helmond,knooppuntintercitystation,51.475555,5.6619444
hmh,8400300,Helmond 't Hout,Helmond 't Hout,'t Hout,stoptreinstation,51.468056,5.6313887
hmbv,8400242,Helmond Brandevoort,Brandevoort,Brandevrt,stoptreinstation,51.462223,5.607222
hmbh,8400299,Helmond Brouwhuis,Helmond Brouwhs,Brouwhuis,stoptreinstation,51.470276,5.7033334
hmn,8400315,Hemmen-Dodewaard,Hemmen-Dodewaard,Hemmen-D,stoptreinstation,51.922215,5.6737256
hgl,8400316,Hengelo,Hengelo,Hengelo,knooppuntintercitystation,52.261665,6.793889
fkb,8400000,Hengelo FBK stadion,Hengelo FBK,Hengelo FB,facultatiefstation,52.257412,6.7927723
hglo,8400312,Hengelo Oost,Hengelo Oost,Hengelo O,stoptreinstation,52.26889,6.8194447
hil,8400329,Hillegom,Hillegom,Hillegom,stoptreinstation,52.3025,4.5655556
hvs,8400322,Hilversum,Hilversum,Hilversum,knooppuntintercitystation,52.225834,5.1819444
hvsn,8400324,Hilversum Noord,Hilversum Noord,H'sum N,stoptreinstation,52.238056,5.1738887
hvsp,8400570,Hilversum Sportpark,Hilversum Sportp,Sportpark,stoptreinstation,52.21611,5.187222
hnp,8400323,Hindeloopen,Hindeloopen,Hindeloopn,stoptreinstation,52.94649,5.423063
hld,8400325,Hoek van Holland Haven,Hoek v H Haven,HvH Haven,knooppuntstoptreinstation,51.975277,4.128889
hlds,8400342,Hoek van Holland Strand,Hoek v H Strand,HvH Strand,stoptreinstation,51.981667,4.1197224
hb,8400326,Hoensbroek,Hoensbroek,Hoensbroek,stoptreinstation,50.905556,5.9305553
hor,8400327,Hollandsche Rading,Holl. Rading,Hol Rading,stoptreinstation,52.177776,5.179167
hon,8400328,Holten,Holten,Holten,stoptreinstation,52.28389,6.4202776
hfd,8400332,Hoofddorp,Hoofddorp,Hoofddorp,stoptreinstation,52.293335,4.7005553
hgv,8400330,Hoogeveen,Hoogeveen,Hoogeveen,stoptreinstation,52.73389,6.473611
hgz,8400331,Hoogezand-Sappemeer,Hoogezand-Sappem,Hoogezand,knooppuntstoptreinstation,53.159817,6.770754
hks,8400334,Hoogkarspel,Hoogkarspel,Hoogkrspl,stoptreinstation,52.690556,5.183889
hn,8400337,Hoorn,Hoorn,Hoorn,knooppuntsneltreinstation,52.644722,5.0555553
hnk,8400336,Hoorn Kersenboogerd,Hoorn Kersenbgrd,Hoorn Kers,stoptreinstation,52.65361,5.0855556
hrt,8400339,Horst-Sevenum,Horst-Sevenum,Horst-Sev,stoptreinstation,51.426388,6.042222
htn,8400340,Houten,Houten,Houten,stoptreinstation,52.035,5.1675
