ht,8400319,'s-Hertogenbosch,'s-Hertogenbosch,H'bosch,knooppuntintercitystation,51.690556,5.293611
htnc,8400335,Houten Castellum,Houten Castellum,Houten C,stoptreinstation,52.01724,5.179281
sgl,8400341,Houthem-St Gerlach,Houthem-St Gerl,Houthem-St,stoptreinstation,50.873333,5.797222
hdg,8400292,Hurdegaryp,Hurdegaryp,Hurdegaryp,stoptreinstation,53.218777,5.934543
ijt,8400722,IJlst,IJlst,IJlst,stoptreinstation,53.01466,5.6160803
kpn,8400353,Kampen,Kampen,Kampen,knooppuntstoptreinstation,52.559723,5.9216666
bzl,8400354,Kapelle-Biezelinge,Kapelle-Biezel,Kapelle-B,stoptreinstation,51.480835,3.9561112
krd,8400355,Kerkrade ,Kerkrade C,Kerkrade,knooppuntstoptreinstation,50.861668,6.0575
krw,8400000,Kerkrade West,Kerkrade West,Kerkrade W,facultatiefstation,50.851852,6.0206795
ktr,8400359,Kesteren,Kesteren,Kesteren,stoptreinstation,51.931385,5.5833464
kbk,8400361,Klarenbeek,Klarenbeek,Klarenbk,stoptreinstation,52.178055,6.083611
kmr,8400362,Klimmen-Ransdaal,Klimmen-Ransdaal,Klimmen-R,stoptreinstation,50.86639,5.8905554
kbw,8400363,Koog Bloemwijk,Koog Bloemwijk,Koog Bloem,stoptreinstation,52.45861,4.8055553
kzd,8400364,Koog-Zaandijk,Koog-Zaandijk,Koog Zaand,stoptreinstation,52.469166,4.805
kmw,8400366,Koudum-Molkwerum,Koudum-Molkwerum,Koudum-M,stoptreinstation,52.90282,5.4106913
kbd,8400367,Krabbendijke,Krabbendijke,Krabbendke,stoptreinstation,51.433334,4.1169443
kma,8400368,Krommenie-Assendelft,Krommenie-Assend,Krommenie,stoptreinstation,52.49454,4.761243
kw,8400369,Kropswolde,Kropswolde,Kropswolde,stoptreinstation,53.161736,6.7220883
krg,8400370,Kruiningen-Yerseke,Kruiningen-Yers,Kruiningen,knooppuntintercitystation,51.465,4.0372224
zlw,8400382,Lage Zwaluwe,Lage Zwaluwe,Lage Zwalu,knooppuntstoptreinstation,51.691113,4.6630554
lg,8400548,Landgraaf,Landgraaf,Landgraaf,knooppuntstoptreinstation,50.89639,6.0191665
ldm,8400386,Leerdam,Leerdam,Leerdam,stoptreinstation,51.894722,5.0913887
lw,8400387,Leeuwarden,Leeuwarden,Leeuwarden,knooppuntintercitystation,53.195835,5.792222
lwc,8400389,Leeuwarden Camminghaburen,Leeuwarden Camm,Camminghab,stoptreinstation,53.20218,5.8422966
ledn,8400390,Leiden Centraal,Leiden Centraal,Leiden C,knooppuntintercitystation,52.16611,4.4816666
ldl,8400384,Leiden Lammenschans,Leiden Lammensch,Leiden Lam,stoptreinstation,52.146946,4.4925
lls,8400394,Lelystad ,Lelystad C,Lelystad,intercitystation,52.50778,5.472778
ltv,8400395,Lichtenvoorde-Groenlo,Lichtenvoorde-Gr,Lichtenv-G,stoptreinstation,52.012543,6.5946245
lis,8400000,Lisse,Lisse,Lisse,facultatiefstation,52.269524,4.5301867
lc,8400399,Lochem,Lochem,Lochem,stoptreinstation,52.166668,6.4263887
lp,8400403,Loppersum,Loppersum,Loppersum,stoptreinstation,53.334713,6.7472625
ltn,8400405,Lunteren,Lunteren,Lunteren,stoptreinstation,52.085278,5.6244445
mz,8400432,Maarheeze,Maarheeze,Maarheeze,stoptreinstation,51.30376,5.630343
mrn,8400417,Maarn,Maarn,Maarn,knooppuntstoptreinstation,52.064167,5.37
mas,8400419,Maarssen,Maarssen,Maarssen,stoptreinstation,52.135277,5.0336113
mss,8400422,Maassluis,Maassluis,Maassluis,knooppuntstoptreinstation,51.91611,4.254722
msw,8400421,Maassluis West,Maassluis West,Maassl W,stoptreinstation,51.925835,4.236111
mt,8400424,Maastricht,Maastricht,Maastricht,knooppuntintercitystation,50.850277,5.7055554
mtr,8400426,Maastricht Randwyck,Maastricht Randw,Maastr Rw,knooppuntstoptreinstation,50.83861,5.717222
mg,8400427,Mantgum,Mantgum,Mantgum,stoptreinstation,53.12964,5.7131996
mrb,8400428,Mariënberg,Mariënberg,Mariënberg,knooppuntstoptreinstation,52.509445,6.575278
mth,8400430,Martenshoek,Martenshoek,Martensh,stoptreinstation,53.160725,6.7402987
mes,8400434,Meerssen,Meerssen,Meerssen,sneltreinstation,50.88288,5.7509995
mp,8400435,Meppel,Meppel,Meppel,knooppuntstoptreinstation,52.690834,6.1975
mdb,8400436,Middelburg,Middelburg,Middelburg,knooppuntintercitystation,51.49472,3.6172223
mmlh,8400446,Mook Molenhoek,Mook Molenhoek,Mook Molen,stoptreinstation,51.76408,5.8778143
ndb,8400452,Naarden-Bussum,Naarden-Bussum,Naarden-B,knooppuntsneltreinstation,52.280277,5.1569443
na,8400454,Nieuw Amsterdam,Nieuw Amsterdam,Nw A'dam,stoptreinstation,52.718613,6.848611
nvp,8400460,Nieuw Vennep,Nieuw Vennep,Nw Vennep,stoptreinstation,52.25889,4.6455555
nwk,8400455,Nieuwerkerk a/d IJssel,Nieuwerkerk a/d,Nieuwerkrk,stoptreinstation,51.96528,4.6169443
nsch,8400457,Nieuweschans,Nieuweschans,Nweschans,knooppuntstoptreinstation,53.185207,7.200238
nkk,8400469,Nijkerk,Nijkerk,Nijkerk,stoptreinstation,52.22222,5.493889
nm,8400470,Nijmegen,Nijmegen,Nijmegen,knooppuntintercitystation,51.843613,5.8522224
nmd,8400475,Nijmegen Dukenburg,Nm Dukenburg,Dukenburg,stoptreinstation,51.824165,5.7955556
nmh,8400468,Nijmegen Heyendaal,Nm Heyendaal,Heyendaal,stoptreinstation,51.826946,5.8675
nml,8400451,Nijmegen Lent,Nijmegen Lent,Lent,stoptreinstation,51.865276,5.8594446
nvd,8400472,Nijverdal,Nijverdal,Nijverdal,stoptreinstation,52.365555,6.4711113
nvdw,8400472,Nijverdal West,Nijverdal West,Nijverd W,stoptreinstation,52.367085,6.449275
ns,8400466,Nunspeet,Nunspeet,Nunspeet,stoptreinstation,52.370834,5.785278
nh,8400467,Nuth,Nuth,Nuth,stoptreinstation,50.919445,5.892778
obd,8400480,Obdam,Obdam,Obdam,stoptreinstation,52.678055,4.9072223
ot,8400482,Oisterwijk,Oisterwijk,Oisterwijk,stoptreinstation,51.582222,5.1941667
odz,8400483,Oldenzaal,Oldenzaal,Oldenzaal,stoptreinstation,52.30639,6.9347224
ost,8400486,Olst,Olst,Olst,stoptreinstation,52.33472,6.1130557
omn,8400487,Ommen,Ommen,Ommen,knooppuntsneltreinstation,52.509445,6.4158335
olv,8499997,Onze Lieve Vrouwe t. Nood,OLV ter Nood,Lieve Vrou,facultatiefstation,52.583332,4.686667
otb,8400489,Oosterbeek,Oosterbeek,Oosterbeek,stoptreinstation,51.995,5.84
op,8400494,Opheusden,Opheusden,Opheusden,stoptreinstation,51.926163,5.6371145
o,8400495,Oss,Oss,Oss,knooppuntintercitystation,51.765556,5.5322223
ow,8400496,Oss West,Oss West,Oss W,stoptreinstation,51.758057,5.5055556
odb,8400498,Oudenbosch,Oudenbosch,Oudenbosch,stoptreinstation,51.587776,4.5333333
ovn,8400501,Overveen,Overveen,Overveen,stoptreinstation,52.39111,4.606111
pmr,8400508,Purmerend,Purmerend,Purmerend,knooppuntstoptreinstation,52.503056,4.953611
pmo,8400506,Purmerend Overwhere,Purmerend Overwh,Overwhere,stoptreinstation,52.51139,4.9683332
pmw,8400499,Purmerend Weidevenne,Purmerend Weidev,Weidevenne,stoptreinstation,52.49659,4.9356294
pt,8400509,Putten,Putten,Putten,stoptreinstation,52.265,5.575278
rat,8400513,Raalte,Raalte,Raalte,stoptreinstation,52.391666,6.2775
rvs,8400515,Ravenstein,Ravenstein,Ravenstein,stoptreinstation,51.794167,5.6358333
rv,8400518,Reuver,Reuver,Reuver,stoptreinstation,51.28322,6.0789585
rh,8400519,Rheden,Rheden,Rheden,stoptreinstation,52.01,6.0305557
rhn,8400517,Rhenen,Rhenen,Rhenen,knooppuntstoptreinstation,51.95861,5.5783334
rsn,8400538,Rijssen,Rijssen,Rijssen,stoptreinstation,52.31222,6.520278
rsw,8400505,Rijswijk,Rijswijk,Rijswijk,stoptreinstation,52.039722,4.3191667
rb,8400521,Rilland-Bath,Rilland-Bath,Rilland-B,stoptreinstation,51.42278,4.161111
rm,8400523,Roermond,Roermond,Roermond,knooppuntintercitystation,51.193054,5.994167
rd,8400525,Roodeschool,Roodeschool,Roodesch,knooppuntstoptreinstation,53.419212,6.760617
rsd,8400526,Roosendaal,Roosendaal,Roosendaal,knooppuntintercitystation,51.54028,4.4583335
rs,8400524,Rosmalen,Rosmalen,Rosmalen,stoptreinstation,51.71472,5.3680553
rta,8400507,Rotterdam Alexander,Rotterdam Alexan,Alexander,intercitystation,51.951946,4.5536113
rtb,8400529,Rotterdam Blaak,Blaak,Blaak,sneltreinstation,51.920277,4.4888887
rtd,8400530,Rotterdam Centraal,Rotterdam C,R'dam C,megastation,51.925,4.4688888
rlb,8400542,Rotterdam Lombardijen,Rotterdam Lombar,Lombardije,stoptreinstation,51.88,4.5313888
rtn,8400531,Rotterdam Noord,Rotterdam Noord,R'dam N,stoptreinstation,51.942223,4.4816666
rtst,8400534,Rotterdam Stadion,R'dam Stadion,R'dam Sta,facultatiefstation,51.89389,4.519722
rtz,8400533,Rotterdam Zuid,Rotterdam Zuid,R'dam Z,stoptreinstation,51.904446,4.5102777
rtdzpl,8400000,Rotterdam Zuidplein,Rotterdam Zuidpl,Zuidplein,facultatiefstation,51.8864,4.488044
rl,8400537,Ruurlo,Ruurlo,Ruurlo,stoptreinstation,52.08109,6.4492655
sptn,8400543,Santpoort Noord,Santpoort Noord,Santprt N,stoptreinstation,52.433887,4.6325
sptz,8400544,Santpoort Zuid,Santpoort Zuid,Santprt Z,stoptreinstation,52.419724,4.6313887
spm,8400545,Sappemeer Oost,Sappemeer Oost,Sappemr O,stoptreinstation,53.158916,6.7955647
ssh,8400603,Sassenheim,Sassenheim,Sassenheim,stoptreinstation,52.218334,4.531002
swd,8400547,Sauwerd,Sauwerd,Sauwerd,stoptreinstation,53.292076,6.540288
sgn,8400549,Schagen,Schagen,Schagen,stoptreinstation,52.784443,4.805278
sda,8400551,Scheemda,Scheemda,Scheemda,stoptreinstation,53.165535,6.9777775
sdm,8400553,Schiedam ,Schiedam C,Schiedam C,sneltreinstation,51.921246,4.4089937
nwl,8400563,Schiedam Nieuwland,Schiedam Nieuwl,Nieuwland,stoptreinstation,51.922222,4.382222
sog,8400555,Schin op Geul,Schin op Geul,Schin op G,stoptreinstation,50.856388,5.8722224
sn,8400554,Schinnen,Schinnen,Schinnen,stoptreinstation,50.939167,5.8744445
shl,8400561,Schiphol,Schiphol,Schiphol,megastation,52.309444,4.7619443
spv,8400000,Simpelveld,Simpelveld,Simpelveld,facultatiefstation,50.831474,5.979738
std,8400564,Sittard,Sittard,Sittard,knooppuntintercitystation,51.001667,5.858611
sdt,8400565,Sliedrecht,Sliedrecht,Sliedrecht,stoptreinstation,51.829723,4.778333
sdtb,8400497,Sliedrecht Baanhoek,Sliedr. Baanhoek,Baanhoek,stoptreinstation,51.829723,4.743333
sk,8400566,Sneek,Sneek,Sneek,knooppuntstoptreinstation,53.032867,5.6523967
sknd,8400574,Sneek Noord,Sneek Noord,Sneek N,stoptreinstation,53.04093,5.663181
st,8400567,Soest,Soest,Soest,knooppuntstoptreinstation,52.173332,5.31
stz,8400571,Soest Zuid,Soest Zuid,Soest Z,stoptreinstation,52.16528,5.303056
sd,8400569,Soestdijk,Soestdijk,Soestdijk,stoptreinstation,52.183613,5.3
sbk,8400572,Spaubeek,Spaubeek,Spaubeek,stoptreinstation,50.943054,5.8516665
stv,8400575,Stavoren,Stavoren,Stavoren,knooppuntstoptreinstation,52.886555,5.360021
stm,8400576,Stedum,Stedum,Stedum,stoptreinstation,53.32621,6.6875553
swk,8400578,Steenwijk,Steenwijk,Steenwijk,intercitystation,52.79151,6.114556
srn,8400582,Susteren,Susteren,Susteren,stoptreinstation,51.06139,5.8630557
sm,8400583,Swalmen,Swalmen,Swalmen,stoptreinstation,51.234917,6.0308075
tg,8400591,Tegelen,Tegelen,Tegelen,stoptreinstation,51.336365,6.1384177
tbg,8400592,Terborg,Terborg,Terborg,stoptreinstation,51.922455,6.3642464
tl,8400596,Tiel,Tiel,Tiel,knooppuntstoptreinstation,51.889446,5.422222
tpsw,8400600,Tiel Passewaaij,Tiel Passewaaij,Passewaaij,stoptreinstation,51.87389,5.3922224
tb,8400597,Tilburg,Tilburg,Tilburg,knooppuntintercitystation,51.560555,5.083611
tbr,8400598,Tilburg Reeshof,Tilburg Reeshof,Reeshof,stoptreinstation,51.573612,4.9944444
tbu,8400594,Tilburg Universiteit,Tilburg Univ,Tilburg U,stoptreinstation,51.565,5.051111
twl,8400599,Twello,Twello,Twello,stoptreinstation,52.237778,6.098611
utg,8400615,Uitgeest,Uitgeest,Uitgeest,knooppuntstoptreinstation,52.521667,4.701667
uhz,8400617,Uithuizen,Uithuizen,Uithuizen,stoptreinstation,53.409958,6.6748867
uhm,8400618,Uithuizermeeden,Uithuizermeeden,Uithuizerm,stoptreinstation,53.414585,6.7202973
ust,8400619,Usquert,Usquert,Usquert,stoptreinstation,53.401474,6.6093774
ut,8400621,Utrecht Centraal,Utrecht Centraal,Utrecht C,megastation,52.08889,5.1102777
utl,8400623,Utrecht Lunetten,Utrecht Lunetten,Lunetten,stoptreinstation,52.065556,5.1441665
utm,8499996,Utrecht Maliebaan,Utrecht Maliebn,Maliebaan,stoptreinstation,52.087776,5.1313887
uto,8400620,Utrecht Overvecht,Utrecht Overvcht,Overvecht,knooppuntstoptreinstation,52.11,5.124722
utt,8400614,Utrecht Terwijde,Utrecht Terwijde,Terwijde,stoptreinstation,52.100555,5.0416665
utwr,8400000,Utrecht Westraven,Westraven,Westraven,facultatiefstation,52.05668,5.10681
utzl,8400613,Utrecht Zuilen,Utrecht Zuilen,Zuilen,stoptreinstation,52.106667,5.083611
vk,8400632,Valkenburg,Valkenburg,Valkenburg,knooppuntsneltreinstation,50.86972,5.832222
vsv,8400635,Varsseveld,Varsseveld,Varsseveld,stoptreinstation,51.937256,6.458839
vdm,8400636,Veendam,Veendam,Veendam,stoptreinstation,53.105118,6.8870115
vndc,8400627,Veenendaal ,Veenendaal C,Veenendl C,knooppuntstoptreinstation,52.02,5.548611
vndw,8400628,Veenendaal West,Veenendaal West,Veenendl W,stoptreinstation,52.028057,5.5313888
klp,8400637,Veenendaal-De Klomp,Veenendaal-De Kl,De Klomp,stoptreinstation,52.045834,5.573889
vwd,8400638,Veenwouden,Veenwouden,Veenwouden,stoptreinstation,53.235184,5.9886613
vp,8400640,Velp,Velp,Velp,stoptreinstation,51.99472,5.980278
vl,8400644,Venlo,Venlo,Venlo,knooppuntintercitystation,51.36361,6.1727777
vry,8400646,Venray,Venray,Venray,knooppuntstoptreinstation,51.52657,6.014178
vlb,8400647,Vierlingsbeek,Vierlingsbeek,Vierlingsb,stoptreinstation,51.593422,5.9960246
vdg,8400650,Vlaardingen ,Vlaardingen C,Vlaard C,knooppuntstoptreinstation,51.903057,4.3441668
vdo,8400649,Vlaardingen Oost,Vlaardingen Oost,Vlaard O,stoptreinstation,51.91028,4.3616667
vdw,8400642,Vlaardingen West,Vlaardingen West,Vlaard W,stoptreinstation,51.904167,4.3130555
vtn,8400651,Vleuten,Vleuten,Vleuten,stoptreinstation,52.103054,5.0108333
vs,8400652,Vlissingen,Vlissingen,Vlissingen,knooppuntintercitystation,51.445835,3.5952778
vss,8400653,Vlissingen Souburg,Vlissingen Soubg,Souburg,intercitystation,51.46472,3.5952778
vdl,8400656,Voerendaal,Voerendaal,Voerendaal,stoptreinstation,50.887222,5.930278
vb,8400658,Voorburg,Voorburg,Voorburg,stoptreinstation,52.066666,4.3594446
vh,8400655,Voorhout,Voorhout,Voorhout,stoptreinstation,52.224445,4.4844446
vst,8400659,Voorschoten,Voorschoten,Voorschtn,stoptreinstation,52.12528,4.4325
vem,8400668,Voorst-Empe,Voorst-Empe,Voorst-E,stoptreinstation,52.1575,6.143611
vd,8400661,Vorden,Vorden,Vorden,stoptreinstation,52.107193,6.3170457
vz,8400664,Vriezenveen,Vriezenveen,Vriezenvn,stoptreinstation,52.40105,6.6015267
vhp,8400666,Vroomshoop,Vroomshoop,Vroomshoop,stoptreinstation,52.45719,6.569668
vg,8400667,Vught,Vught,Vught,stoptreinstation,51.655556,5.2919445
wad,8400675,Waddinxveen,Waddinxveen,Waddinxv,stoptreinstation,52.044167,4.649722
wadn,8400674,Waddinxveen Noord,Waddinxveen Nrd,Waddinxv N,stoptreinstation,52.055,4.6483335
wfm,8400679,Warffum,Warffum,Warffum,stoptreinstation,53.390842,6.5671363
wt,8400684,Weert,Weert,Weert,intercitystation,51.24861,5.703611
wp,8400685,Weesp,Weesp,Weesp,knooppuntsneltreinstation,52.31278,5.0430555
wl,8400686,Wehl,Wehl,Wehl,stoptreinstation,51.957806,6.213844
wtv,8400688,Westervoort,Westervoort,Westervrt,stoptreinstation,51.960583,5.9735584
wz,8400690,Wezep,Wezep,Wezep,stoptreinstation,52.454166,6.0025
wdn,8400691,Wierden,Wierden,Wierden,knooppuntstoptreinstation,52.36139,6.5916667
wc,8400710,Wijchen,Wijchen,Wijchen,stoptreinstation,51.81167,5.7308335
wh,8400711,Wijhe,Wijhe,Wijhe,stoptreinstation,52.390278,6.1405554
ws,8400696,Winschoten,Winschoten,Winschoten,knooppuntstoptreinstation,53.139236,7.035101
wsm,8400697,Winsum,Winsum,Winsum,stoptreinstation,53.3301,6.5202904
ww,8400698,Winterswijk,Winterswijk,Winterswk,knooppuntstoptreinstation,51.96773,6.715518
www,8400700,Winterswijk West,Winterswijk West,Wintersw W,stoptreinstation,51.975464,6.7029266
wd,8400702,Woerden,Woerden,Woerden,knooppuntstoptreinstation,52.085,4.893611
wf,8400704,Wolfheze,Wolfheze,Wolfheze,stoptreinstation,52.005554,5.793611
wv,8400705,Wolvega,Wolvega,Wolvega,stoptreinstation,52.880833,6.003611
wk,8400706,Workum,Workum,Workum,stoptreinstation,52.972485,5.4564285
wm,8400707,Wormerveer,Wormerveer,Wormerveer,stoptreinstation,52.489166,4.792222
zd,8400731,Zaandam,Zaandam,Zaandam,knooppuntintercitystation,52.43889,4.813611
zdk,8400728,Zaandam Kogerveld,Zaandam Kogerv,Kogerveld,stoptreinstation,52.456665,4.8202777
zbm,8400732,Zaltbommel,Zaltbommel,Zaltbommel,stoptreinstation,51.808887,5.2633333
zvt,8400733,Zandvoort aan Zee,Zandvoort a Zee,Zandvoort,knooppuntstoptreinstation,52.37528,4.532778
za,8400734,Zetten-Andelst,Zetten-Andelst,Zetten-A,stoptreinstation,51.920055,5.722841
zv,8400735,Zevenaar,Zevenaar,Zevenaar,knooppuntstoptreinstation,51.923054,6.071944
zvb,8400737,Zevenbergen,Zevenbergen,Zevenbergn,stoptreinstation,51.64111,4.609722
ztm,8400741,Zoetermeer,Zoetermeer,Zoetermeer,knooppuntstoptreinstation,52.0475,4.4772224
ztmo,8400740,Zoetermeer Oost,Zoetermeer Oost,Z'meer O,stoptreinstation,52.04639,4.492778
zb,8400742,Zuidbroek,Zuidbroek,Zuidbroek,knooppuntstoptreinstation,53.15961,6.867914
zh,8400743,Zuidhorn,Zuidhorn,Zuidhorn,stoptreinstation,53.24863,6.406236
zp,8400744,Zutphen,Zutphen,Zutphen,knooppuntintercitystation,52.14528,6.1941667
zww,8400745,Zwaagwesteinde,Zwaagwesteinde,Zwaagwest,stoptreinstation,53.24923,6.0353
zwd,8400752,Zwijndrecht,Zwijndrecht,Zwijndrcht,stoptreinstation,51.815,4.641667
zl,8400747,Zwolle,Zwolle,Zwolle,knooppuntintercitystation,52.504723,6.091944
